send_time,question,image_url,reply,token_count,token_sum,reply time
2024-10-29 19:00:05,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/004.jpg,No | Yes | Center | 500 | Yes | Yes | No | Center | No | No | No | No,1383,2766,2024-10-29 19:00:08
2024-10-29 19:00:13,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/005.jpg,No | Yes | Center | 300 | Yes | No | No | No | Yes | Backpack | Center | 50,1384,2767,2024-10-29 19:00:17
2024-10-29 19:00:21,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/006.jpg,No | Yes | Center | 500 | Yes | Yes | No | Center | Yes | AR code | Center | 10,1385,2769,2024-10-29 19:00:25
2024-10-29 19:00:29,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/007.jpg,No | Yes | Center | 300 | No | No | No | No | Yes | Fire extinguisher | Right | 150,1387,2772,2024-10-29 19:00:32
2024-10-29 19:07:14,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/001.jpg,No | No | No | No | No | Yes | No | Center | No | No | No | No,1382,2769,2024-10-29 19:07:19
2024-10-29 19:07:19,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/002.jpg,No | Yes | Center | 500 | No | Yes | No | Left | Yes | Barrier | Center | 500,1384,2766,2024-10-29 19:07:21
2024-10-29 19:07:21,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/003.jpg,No | No | No | No | No | Yes | No | Center | Yes | Wall | Center | 100,1383,2767,2024-10-29 19:07:23
2024-10-29 19:07:23,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/004.jpg,No | Yes | Center | 500 | Yes | Yes | No | Center | No | No | No | No,1383,2766,2024-10-29 19:07:26
2024-10-29 19:07:26,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/005.jpg,No | Yes | Center | 300 | Yes | No | No | No | Yes | Backpack | Center | 50,1384,2767,2024-10-29 19:07:29
2024-10-29 19:07:29,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/006.jpg,No | Yes | Center | 500 | Yes | Yes | No | Center | Yes | AR code | Center | 10,1385,2769,2024-10-29 19:07:31
2024-10-29 19:07:31,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/007.jpg,No | Yes | Center | 300 | No | No | No | No | Yes | Fire extinguisher | Right | 150,1387,2772,2024-10-29 19:07:34
2024-10-29 20:52:48,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",images/001.jpg,No | No | No | No | No | Yes | No | Center | No | No | No | No,1382,4154,2024-10-29 20:52:52
2024-11-06 19:12:46,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",frames/fork_multiArC_2/frame_100.jpg,No | No | No | No | No | No | No | No | Yes | No | No | No | No,37114,41268,2024-11-06 19:12:50
2024-11-06 19:12:50,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",frames/fork_multiArC_2/frame_101.jpg,No | No | No | No | No | No | No | No | Yes | No | No | No | No,37114,78382,2024-11-06 19:12:54
2024-11-06 19:12:54,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",frames/fork_multiArC_2/frame_102.jpg,No | No | No | No | No | No | No | No | Yes | No | No | No | No,37114,115496,2024-11-06 19:12:57
2024-11-06 19:14:51,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",frames/fork_multiArC_2/frame_100.jpg,No | No | No | No | No | No | No | No | Yes | No | No | No | No,37114,152610,2024-11-06 19:14:55
2024-11-06 19:14:55,"[{'type': 'text', 'text': 'Is there an intersection in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Is there a door in front of the robot?Yes or No'}, {'type': 'text', 'text': 'If there is a door where is it?No or left or center or right'}, {'type': 'text', 'text': 'If there is a door how far is it?No or only reply a number unit is cm'}, {'type': 'text', 'text': 'Is the door in front of the robot open?Yes or No'}, {'type': 'text', 'text': 'Is there an AR code in front of the robot?Yes or No'}, {'type': 'text', 'text': 'Are there multiple AR codes in front of the robot?Yes or No'}, {'type': 'text', 'text': 'In which direction is the AR code in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'Is there an obstacle in front of the robot?Yes or No'}, {'type': 'text', 'text': 'What is the obstacle in front of the robot?No or the name of the obstacle'}, {'type': 'text', 'text': 'In which direction is the obstacle in front of the robot?No or left or center or right'}, {'type': 'text', 'text': 'If there is a obstacle how far is it?No or only reply a number unit is cm'}]",frames/fork_multiArC_2/frame_101.jpg,No | No | No | No | No | No | No | No | Yes | No | No | No | No,37114,189724,2024-11-06 19:14:58
